Journal Title,eISSN,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
Contexts,1537-6052,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Cognitive Engineering and Decision Making,-,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Ergonomics in Design,-,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Proceedings of the Human Factors and Ergonomics Society Annual Meeting,2169-5067,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Alternatives,2163-3150,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Journal of Literacy Research,1554-8430,Hybrid,Y,,Education,SAGE,2025-2027
"Journal of Accounting, Auditing & Finance",2160-4061,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Veterinary Diagnostic Investigation,1943-4936,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Journal of Applied Social Science,1937-0245,Hybrid,Y,,Sociology,SAGE,2025-2027
Journalism & Mass Communication Quarterly,2161-430X,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Journalism & Mass Communication Educator,2161-4326,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Journalism & Communication Monographs,2161-4342,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Administrative Science Quarterly,1930-3815,Hybrid,Y,,Business & Management,SAGE,2025-2027
Gifted Child Today,2162-951X,Hybrid,Y,,Education,SAGE,2025-2027
Journal for the Education of the Gifted,2162-9501,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Advanced Academics,2162-9536,Hybrid,Y,,Education,SAGE,2025-2027
Social Marketing Quarterly,1539-4093,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Learning Disability Quarterly,2168-376X,Hybrid,Y,,Education,SAGE,2025-2027
Clinical EEG and Neuroscience,2169-5202,Hybrid,Y,,Neurology,SAGE,2025-2027
Journal of Drug Issues,1945-1369,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Humanity & Society,2372-9708,Hybrid,Y,,Sociology,SAGE,2025-2027
Emerging Adulthood,2167-6984,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Clinical Psychological Science,2167-7034,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Adult Learning,2162-4070,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Research on Leadership Education,1942-7751,Hybrid,Y,,Education,SAGE,2025-2027
Foot & Ankle International,1944-7876,Hybrid,Y,,"Orthopedics, Biomechanics & Sports Medicine",SAGE,2025-2027
Communication & Sport,2167-4809,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Ultrasonic Imaging,1096-0910,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Canadian Journal of Occupational Therapy,1911-9828,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
World Futures Review,2169-2793,Hybrid,Y,,Sociology,SAGE,2025-2027
ADCES in Practice,2633-5603,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,1913-701X,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Sociological Perspectives,1533-8673,Hybrid,Y,,Sociology,SAGE,2025-2027
New Labor Forum,1557-2978,Hybrid,Y,,Sociology,SAGE,2025-2027
Public Personnel Management,1945-7421,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Journal of Experiential Education,2169-009X,Hybrid,Y,,Education,SAGE,2025-2027
Proceedings of the International Symposium on Human Factors and Ergonomics in Health Care,2327-8595,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Social Currents,2329-4973,Hybrid,Y,,Sociology,SAGE,2025-2027
Sociology of Race and Ethnicity,2332-6506,Hybrid,Y,,Sociology,SAGE,2025-2027
Annals of Pharmacotherapy,1542-6270,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Journal of Pharmacy Technology,1549-4810,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Journal of Diabetes Science and Technology,1932-2968,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Research and Practice for Persons with Severe Disabilities,2169-2408,Hybrid,Y,,Education,SAGE,2025-2027
Exceptional Children,2163-5560,Hybrid,Y,,Education,SAGE,2025-2027
TEACHING Exceptional Children,2163-5684,Hybrid,Y,,Education,SAGE,2025-2027
OTJR: Occupational Therapy Journal of Research,1938-2383,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
"Annals of Otology, Rhinology & Laryngology",1943-572X,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Policy Insights from the Behavioral and Brain Sciences,2372-7330,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
ILR Review,2162-271X,Hybrid,Y,,Business & Management,SAGE,2025-2027
Healthcare Management Forum,2352-3883,Hybrid,Y,,Public Health,SAGE,2025-2027
Pedagogy in Health Promotion,2373-3802,Hybrid,Y,,Public Health,SAGE,2025-2027
Journal of Empirical Research on Human Research Ethics,1556-2654,Hybrid,Y,,Research Methods & Evaluation,SAGE,2025-2027
Workplace Health & Safety,2165-0969,Hybrid,Y,,Public Health,SAGE,2025-2027
Phi Delta Kappan,1940-6487,Not Applicable,N,subcription,Education,SAGE,2025-2027
The Journal of Men’s Studies,1933-0251,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Endovascular Therapy,1545-1550,Hybrid,Y,,Cardiology & Cardiovascular Medicine,SAGE,2025-2027
The Antitrust Bulletin,1930-7969,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Contemporary Drug Problems,2163-1808,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
HERD: Health Environments Research & Design Journal,2167-5112,Hybrid,Y,,Public Health,SAGE,2025-2027
Newspaper Research Journal,2376-4791,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
A Current Bibliography on African Affairs,2376-6662,Not Applicable,N,subcription,Area & Ethnic Studies,SAGE,2025-2027
Abstracts in Anthropology,1557-5136,Not Applicable,N,subcription,Anthropology & Archaeology,SAGE,2025-2027
Empirical Studies of the Arts,1541-4493,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
"Imagination, Cognition and Personality",1541-4477,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
International Journal of Social Determinants of Health and Health Services,2755-1946,Hybrid,Y,,Public Health,SAGE,2025-2027
Community Health Equity Research & Policy,2752-5368,Hybrid,Y,,Public Health,SAGE,2025-2027
"Journal of College Student Retention: Research, Theory & Practice",1541-4167,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Drug Education,1541-4159,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Journal of Educational Computing Research,1541-4140,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Educational Technology Systems,1541-3810,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Technical Writing and Communication,1541-3780,Hybrid,Y,,Education,SAGE,2025-2027
NEW SOLUTIONS: A Journal of Environmental and Occupational Health Policy,1541-3772,Hybrid,Y,,Public Health,SAGE,2025-2027
North American Archaeologist,1541-3543,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
OMEGA - Journal of Death and Dying,1541-3764,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
The International Journal of Aging and Human Development,1541-3535,Hybrid,Y,,Aging & Gerontology,SAGE,2025-2027
The International Journal of Psychiatry in Medicine,1541-3527,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Journal of Cutaneous Medicine and Surgery,1615-7109,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
The American Economist,2328-1235,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Food and Nutrition Bulletin,1564-8265,Hybrid,Y,,Public Health,SAGE,2025-2027
HAND,1558-9455,Hybrid,Y,,"Orthopedics, Biomechanics & Sports Medicine",SAGE,2025-2027
Management Teaching Review,2379-2981,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Historical Research in Music Education,2328-2525,Hybrid,Y,,Education,SAGE,2025-2027
The American Journal of Cosmetic Surgery,2374-7722,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
The Canadian Journal of Psychiatry,1497-0015,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
JDR Clinical & Translational Research,2380-0852,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
South Asia Economic Journal,0973-077X,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Journal of Special Education Technology,2381-3121,Hybrid,Y,,Education,SAGE,2025-2027
Entrepreneurship Theory and Practice,1540-6520,Hybrid,Y,,Business & Management,SAGE,2025-2027
"Literacy Research: Theory, Method, and Practice",2381-3377,Hybrid,Y,,Education,SAGE,2025-2027
Pediatric and Developmental Pathology,1615-5742,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Progress in Transplantation,2164-6708,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Psychological Reports,1558-691X,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Perceptual and Motor Skills,1558-688X,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Hispanic Health Care International,1938-8993,Hybrid,Y,,Nursing,SAGE,2025-2027
Canadian Journal of Nursing Research,1705-7051,Hybrid,Y,,Nursing,SAGE,2025-2027
American Journal of Health Promotion,2168-6602,Hybrid,Y,,Public Health,SAGE,2025-2027
Journal of Veterinary Dentistry,2470-4083,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Public Health Reports®,-,Hybrid,Y,,Public Health,SAGE,2025-2027
Tropical Conservation Science,1940-0829,Gold OA,y,Discounted,Science & Society Studies,SAGE,2025-2027
Journal of VitreoRetinal Diseases,2474-1272,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
California Management Review,2162-8564,Hybrid,Y,,Business & Management,SAGE,2025-2027
Behavioral Disorders,2163-5307,Hybrid,Y,,Education,SAGE,2025-2027
Beyond Behavior,2163-5323,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Palliative Care,2369-5293,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Plastic Surgery,2292-5511,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Rural Special Education Quarterly,2168-8605,Hybrid,Y,,Education,SAGE,2025-2027
The Cleft Palate Craniofacial Journal,1545-1569,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Hospital Pharmacy,1945-1253,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Entrepreneurship Education and Pedagogy,2515-1274,Hybrid,Y,,Business & Management,SAGE,2025-2027
International Migration Review,1747-7379,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Journal on Migration and Human Security,2330-2488,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Journal of Advertising Education,2516-1873,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
American String Teacher,2515-4842,Hybrid,Y,,Education,SAGE,2025-2027
String Research Journal,2164-0661,Hybrid,Y,,Education,SAGE,2025-2027
Families in Society,1945-1350,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Education,2515-5741,Hybrid,Y,,Education,SAGE,2025-2027
Professional School Counseling,2156-759X,Hybrid,Y,,Education,SAGE,2025-2027
The Linacre Quarterly,2050-8549,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Journal of Psoriasis and Psoriatic Arthritis®,2475-5311,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Journal for Vascular Ultrasound,1544-3175,Hybrid,Y,,Life & Biomedical Sciences,SAGE,2025-2027
The Review of Black Political Economy,1936-4814,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Transportation Research Record,2169-4052,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
About Campus,1536-0687,Hybrid,Y,,Education,SAGE,2025-2027
American Journal of Rhinology & Allergy,1945-8932,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Academic Forensic Pathology,1925-3621,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Project Management Journal,1938-9507,Hybrid,Y,,Business & Management,SAGE,2025-2027
Innovations,1559-0879,Hybrid,Y,,Cardiology & Cardiovascular Medicine,SAGE,2025-2027
Journal of Visual Impairment & Blindness,1559-1476,Hybrid,Y,,Education,SAGE,2025-2027
Recreational Sports Journal,1558-867X,Hybrid,Y,,Education,SAGE,2025-2027
The Stata Journal,1536-8734,Hybrid,Y,,Research Methods & Evaluation,SAGE,2025-2027
Journal of Marketing,1547-7185,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Journal of Marketing Research,1547-7193,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Journal of International Marketing,1547-7215,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Journal of Public Policy & Marketing,1547-7207,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Review of General Psychology,1939-1552,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Journal of Peacebuilding & Development,2165-7440,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of the ICRU,1742-3422,Hybrid,Y,,Life & Biomedical Sciences,SAGE,2025-2027
Journal of White Collar and Corporate Crime,2631-3103,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Prevention and Health Promotion,2632-0789,Hybrid,Y,,NA,SAGE,2025-2027
Journal of School Leadership,-,Hybrid,Y,,Education,SAGE,2025-2027
International Journal of Educational Reform,-,Hybrid,Y,,Education,SAGE,2025-2027
Collections,-,Hybrid,Y,,Sociology,SAGE,2025-2027
International Review of Qualitative Research,1940-8455,Hybrid,Y,,Research Methods & Evaluation,SAGE,2025-2027
Canadian Association of Radiologists Journal,1488-2361,Hybrid,Y,,NA,SAGE,2025-2027
FACE,2732-5016,Hybrid,Y,,NA,SAGE,2025-2027
The American Surgeon™,1555-9823,Hybrid,Y,,NA,SAGE,2025-2027
HSS Journal®,1556-3324,Hybrid,Y,,"Orthopedics, Biomechanics & Sports Medicine",SAGE,2025-2027
Inclusive Practices,2732-4745,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Interpretation Research,2692-9376,Hybrid,Y,,NA,SAGE,2025-2027
City & Community,1540-6040,Hybrid,Y,,Sociology,SAGE,2025-2027
Foregut,2634-5161,Hybrid,Y,,NA,SAGE,2025-2027
Teachers College Record,1467-9620,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Interactive Marketing,1520-6653,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Journal of Management Scientific Reports,2755-0311,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Tropical Futures,2753-8931,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Interior Design,1939-1668,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Investigative Medicine,1708-8267,Hybrid,Y,,NA,SAGE,2025-2027
Substance Use & Addiction Journal,2976-7350,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Dance Medicine & Science,2374-8060,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Ethnobiology,2162-4496,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
New Horizons in Adult Education and Human Resource Development,1939-4225,Hybrid,Y,,NA,SAGE,2025-2027
The Journal of Social Studies Research,0885-985X,Hybrid,Y,,Education,SAGE,2025-2027
Quantum Economics and Finance,2976-7040,Hybrid,Y,,NA,SAGE,2025-2027
Creative Nursing,1946-1895,Hybrid,Y,,Nursing,SAGE,2025-2027
Wilderness & Environmental Medicine,1545-1534,Hybrid,Y,,NA,SAGE,2025-2027
Production and Operations Management,1937-5956,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Hospitality & Tourism Cases,2164-9987,Hybrid,Y,,NA,SAGE,2025-2027
Learning Disabilities Research & Practice,1540-5826,Hybrid,Y,,Education,SAGE,2025-2027
The Energy Journal,1944-9089,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Health and Human Services Administration,2168-5509,Hybrid,Y,,NA,SAGE,2025-2027
Public Administration Quarterly,2327-4433,Hybrid,Y,,NA,SAGE,2025-2027
Public Finance and Management,1523-9721,Hybrid,Y,,NA,SAGE,2025-2027
Journal of Pediatric Surgical Nursing,2332-0249,Hybrid,Y,,Nursing,SAGE,2025-2027
Management and Business Review,TBD,Hybrid,Y,,NA,SAGE,2025-2027
Lighting Design + Application,TBD,Hybrid,Y,,NA,SAGE,2025-2027
"Drug Science, Policy and Law",2050-3245,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Journal of Education for Sustainable Development,0973-4074,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Margin: The Journal of Applied Economic Research,0973-8029,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
British Journal of Pain,2049-4645,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Irish Theological Quarterly,1752-4989,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Chronic Illness,1745-9206,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Research Studies in Music Education,1834-5530,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Emotion Review,1754-0747,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Urban Studies,1360-063X,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Journal of Infection Prevention,1757-1782,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Critical Sociology,1569-1632,Hybrid,Y,,Sociology,SAGE,2025-2027
Scandinavian Journal of Public Health,1651-1905,Hybrid,Y,,Public Health,SAGE,2025-2027
Mobile Media & Communication,2050-1587,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Journal of Hand Surgery (European Volume),2043-6289,Hybrid,Y,,"Orthopedics, Biomechanics & Sports Medicine",SAGE,2025-2027
Millennium,1477-9021,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
South Asian Journal of Macroeconomics and Public Finance,2321-0273,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Global Health Promotion,1757-9767,Hybrid,Y,,Public Health,SAGE,2025-2027
Adoption & Fostering,1740-469X,Hybrid,Y,,Sociology,SAGE,2025-2027
Conflict Management and Peace Science,1549-9219,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Journal of the Renin-Angiotensin-Aldosterone System,1752-8976,Gold OA,Y,Discounted,Cardiology & Cardiovascular Medicine,SAGE,2025-2027
Review of Market Integration,0975-4709,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
BioScope: South Asian Screen Studies,0976-352X,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Journal of Infrastructure Development,0975-5969,Hybrid,Y,,Business & Management,SAGE,2025-2027
Global Journal of Emerging Market Economies,0975-2730,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
International Journal of Bilingualism,1756-6878,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Language and Speech,1756-6053,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Biblical Theology Bulletin,1945-7596,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Australian Journal of Career Development,2200-6974,Hybrid,Y,,Education,SAGE,2025-2027
Australian Journal of Education,2050-5884,Hybrid,Y,,Education,SAGE,2025-2027
Forum Italicum,2168-989X,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Critical Research on Religion,2050-3040,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Asian Cardiovascular and Thoracic Annals,1816-5370,Hybrid,Y,,Cardiology & Cardiovascular Medicine,SAGE,2025-2027
Transformation,1759-8931,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Australian Journal of Management,1327-2020,Hybrid,Y,,Business & Management,SAGE,2025-2027
Jindal Journal of Business Research,2321-0311,Hybrid,Y,,Business & Management,SAGE,2025-2027
India Quarterly,0975-2684,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Capital & Class,2041-0980,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
The Journal of Defense Modeling and Simulation,1557-380X,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Indian Historical Review,0975-5977,Hybrid,Y,,History,SAGE,2025-2027
Index on Censorship,1746-6067,Not Applicable,N,subcription,Communication & Media Studies,SAGE,2025-2027
Organizational Psychology Review,2041-3874,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Bulletin of Sociological Methodology/Bulletin de Méthodologie Sociologique,2070-2779,Hybrid,Y,,Sociology,SAGE,2025-2027
Studies in Religion/Sciences Religieuses,2042-0587,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
InnovAiT,1755-7399,Not Applicable,N,subcription,Clinical Medicine,SAGE,2025-2027
Transfer: European Review of Labour and Research,1996-7284,Hybrid,Y,,Business & Management,SAGE,2025-2027
Social Change,0976-3538,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Environment and Urbanization ASIA,0976-3546,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Dialogues in Human Geography,2043-8214,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Journal of Criminology,2633-8084,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Theology,2044-2696,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Theology Today,2044-2556,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Local Economy,1470-9325,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
European Journal of Probation,2066-2203,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Missiology,2051-3623,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Musicae Scientiae,2045-4147,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Contemporary Education Dialogue,2249-5320,Hybrid,Y,,Education,SAGE,2025-2027
Interpretation,2159-340X,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Annals of the ICRP,1872-969X,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Recherche et Applications en Marketing (French Edition),2051-2821,Hybrid,Y,,Business & Management,SAGE,2025-2027
History and Sociology of South Asia,2249-5312,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Public Relations Inquiry,2046-1488,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Journal of Generic Medicines,1741-7090,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Information Visualization,1473-8724,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Tourism and Hospitality Research,1742-9692,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Vision,2249-5304,Hybrid,Y,,Business & Management,SAGE,2025-2027
International Review of Victimology,2047-9433,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Gifted Education International,2047-9077,Hybrid,Y,,Education,SAGE,2025-2027
Medical Law International,2047-9441,Subscribe to open,Y,,Other Health Specialties,SAGE,2025-2027
International Journal of Discrimination and the Law,2047-9468,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Nutrition and Health,2047-945X,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Teaching Public Administration,2047-8720,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Journal of Interdisciplinary Economics,2321-5305,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Studies in People’s History,2349-7718,Hybrid,Y,,History,SAGE,2025-2027
Australian & New Zealand Journal of Psychiatry,1440-1614,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Australasian Psychiatry,1440-1665,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Management and Labour Studies,2321-0710,Hybrid,Y,,Business & Management,SAGE,2025-2027
Foreign Trade Review,0971-7625,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
The Bible Translator,2051-6789,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Journal of Clinical Urology,2051-4166,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Recherche et Applications en Marketing (English Edition),2051-5707,Hybrid,Y,,Business & Management,SAGE,2025-2027
South African Journal of Psychology,2078-8208,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Millennial Asia,2321-7081,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Journal of Land and Rural Studies,2321-7464,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Studies in Indian Politics,2321-7472,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Journal of International Political Theory,1755-1722,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
International Journal,2052-465X,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Studies in Microeconomics,2321-8398,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
International Journal of Maritime History,2052-7756,Hybrid,Y,,History,SAGE,2025-2027
The Anthropocene Review,2053-020X,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Review & Expositor,2052-9449,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
