Journal Title,eISSN,Open Access Status,Included in R&P agreement,Explanation if not included,Subject,Publisher,Agreement Duration
Journal of Health Psychology,1461-7277,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Childhood,1461-7013,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
International Review of Administrative Sciences,1461-7226,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Philosophy & Social Criticism,1461-734X,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Cooperation and Conflict,1460-3691,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
"Media, Culture & Society",1460-3675,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Current Sociology,1461-7064,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Material Culture,1460-3586,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Psychopharmacology,1461-7285,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Body & Society,1460-3632,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Organization,1461-7323,Hybrid,Y,,Business & Management,SAGE,2025-2027
Discourse & Society,1460-3624,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Social Compass,1461-7404,Hybrid,Y,,Sociology,SAGE,2025-2027
Group Analysis,1461-717X,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Critical Social Policy,1461-703X,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
European Urban and Regional Studies,1461-7145,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Evaluation,1461-7153,Hybrid,Y,,Research Methods & Evaluation,SAGE,2025-2027
International Review for the Sociology of Sport,1461-7218,Hybrid,Y,,Sociology,SAGE,2025-2027
Social Science Information,1461-7412,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
European Journal of International Relations,1460-3713,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Theory & Psychology,1461-7447,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Culture & Psychology,1461-7056,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
European Journal of Women's Studies,1461-7420,Hybrid,Y,,Sociology,SAGE,2025-2027
Management Learning,1461-7307,Hybrid,Y,,Business & Management,SAGE,2025-2027
Time & Society,1461-7463,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Peace Research,1460-3578,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Cultural Dynamics,1461-7048,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Theoretical Politics,1460-3667,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
New Media & Society,1461-7315,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Transcultural Psychiatry,1461-7471,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
International Communication Gazette,1748-0493,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
School Psychology International,1461-7374,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Feminism & Psychology,1461-7161,Hybrid,Y,,Sociology,SAGE,2025-2027
Autism,1461-7005,Hybrid,Y,,Education,SAGE,2025-2027
International Sociology,1461-7242,Hybrid,Y,,Sociology,SAGE,2025-2027
Sociological Research Online,1360-7804,Hybrid,Y,,Sociology,SAGE,2025-2027
European Journal of Cultural Studies,1460-3551,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
International Journal of Cultural Studies,1460-356X,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Group Processes & Intergroup Relations,1461-7188,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
European Journal of Social Theory,1461-7137,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Discourse Studies,1461-7080,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Punishment & Society,1741-3095,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
European Physical Education Review,1741-2749,Hybrid,Y,,Education,SAGE,2025-2027
Feminist Theory,1741-2773,Hybrid,Y,,Sociology,SAGE,2025-2027
Anthropological Theory,1741-2641,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journalism,1741-3001,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
European Union Politics,1741-2757,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Ethnography,1741-2714,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Human Relations,1741-282X,Hybrid,Y,,Business & Management,SAGE,2025-2027
Tourist Studies,1741-3206,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
Criminology & Criminal Justice,1748-8966,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Race & Class,1741-3125,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Global Social Policy,1741-2803,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Journal of Social Work,1741-296X,Hybrid,Y,,Social Work & Social Policy,SAGE,2025-2027
Dementia,1741-2684,Hybrid,Y,,Aging & Gerontology,SAGE,2025-2027
International Journal of Cross Cultural Management,1741-2838,Hybrid,Y,,Business & Management,SAGE,2025-2027
Qualitative Research,1741-3109,Hybrid,Y,,Research Methods & Evaluation,SAGE,2025-2027
Marketing Theory,1741-301X,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Journal of Intellectual Disabilities,1744-6309,Hybrid,Y,,Education,SAGE,2025-2027
Ethnicities,1741-2706,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Journal of Classical Sociology,1741-2897,Hybrid,Y,,Sociology,SAGE,2025-2027
Journal of Early Childhood Literacy,1741-2919,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Social Archaeology,1741-2951,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Consumer Culture,1741-2900,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Active Learning in Higher Education,1741-2625,Hybrid,Y,,Education,SAGE,2025-2027
"Politics, Philosophy & Economics",1741-3060,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Visual Communication,1741-3214,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Journal of Sociology,1741-2978,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Journal of Visual Culture,1741-2994,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Arts and Humanities in Higher Education,1741-265X,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
European Journal of Political Theory,1741-2730,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Planning Theory,1741-3052,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Qualitative Social Work,1741-3117,Hybrid,Y,,Social Work & Social Policy,SAGE,2025-2027
Global Business Review,0973-0664,Hybrid,Y,,Business & Management,SAGE,2025-2027
International Relations,1741-2862,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
"Work, Employment and Society",1469-8722,Hybrid,Y,,Sociology,SAGE,2025-2027
Sociology,1469-8684,Hybrid,Y,,Sociology,SAGE,2025-2027
Adaptive Behavior,1741-2633,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
SIMULATION,1741-3133,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
International Small Business Journal,1741-2870,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Child Health Care,1741-2889,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Journal of Research in International Education,1741-2943,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Composite Materials,1530-793X,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Technology in Health Care,1878-7401,Hybrid,Y,,Life & Biomedical Sciences,SAGE,2025-2027
Journal of Fire Sciences,1530-8049,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Concurrent Engineering,1531-2003,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
International Journal of Damage Mechanics,1530-7921,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Food Science and Technology International,1532-1738,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Journal of Bioactive and Compatible Polymers,1530-8030,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Biomaterials Applications,1530-8022,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Cellular Plastics,1530-7999,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Elastomers & Plastics,1530-8006,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Intelligent Material Systems and Structures,1530-8138,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
WORK,1875-9270,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
Journal of Plastic Film & Sheeting,1530-8014,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Reinforced Plastics and Composites,1530-7964,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Sandwich Structures & Materials,1530-7972,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Building Physics,1744-2583,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Thermoplastic Composite Materials,1530-7980,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Structural Health Monitoring,1741-3168,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
International Journal of Social Psychiatry,1741-2854,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Strategic Organization,1741-315X,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Ambient Intelligence and Smart Environments,1876-1372,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
High Performance Polymers,1361-6412,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
"Asian Journal of Water, Environment and Pollution",1875-8568,Not Applicable,N,subcription,"Geography, Earth & Environmental Science",SAGE,2025-2027
Asymptotic Analysis,1875-8576,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Psychology of Music,1741-3087,Hybrid,Y,,Education,SAGE,2025-2027
Journal of Early Childhood Research,1741-2927,Hybrid,Y,,Education,SAGE,2025-2027
Action Research,1741-2617,Hybrid,Y,,Research Methods & Evaluation,SAGE,2025-2027
European Journal of Criminology,1741-2609,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Probation Journal,1741-3079,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Bio-Medical Materials and Engineering,1878-3619,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Theory and Research in Education,1741-3192,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Journal of Emerging Market Finance,0973-0710,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Journal of Back and Musculoskeletal Rehabilitation,1878-6324,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Organization Studies,1741-3044,Hybrid,Y,,Business & Management,SAGE,2025-2027
British Journalism Review,1741-2668,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Acta Sociologica,1502-3869,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Indoor and Built Environment,1423-0070,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Public Understanding of Science,1361-6609,Hybrid,Y,,Science & Society Studies,SAGE,2025-2027
French Cultural Studies,1740-2352,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
Journal of European Studies,1740-2379,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
History of Psychiatry,1740-2360,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
First Language,1740-2344,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Bridge Structures,1744-8999,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Business Information Review,1741-6450,Hybrid,Y,,Business & Management,SAGE,2025-2027
Information Development,1741-6469,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
Journal of Librarianship and Information Science,1741-6477,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
Journal of Information Science,1741-6485,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
"Literature, Critique, and Empire Today",3033-3970,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Improving Schools,1475-7583,Hybrid,Y,,Education,SAGE,2025-2027
China Information,1741-590X,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Education for Information,1875-8649,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
"Crime, Media, Culture",1741-6604,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Human Geography,2633-674X,Hybrid,Y,,NA,SAGE,2025-2027
Asian Journal of Management Cases,0973-0621,Hybrid,Y,,Business & Management,SAGE,2025-2027
Waste Management & Research,1096-3669,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
International Journal of Music Education,1744-795X,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Leadership,1742-7169,Hybrid,Y,,Business & Management,SAGE,2025-2027
Global Media and Communication,1742-7673,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
British Journal of Visual Impairment,1744-5809,Hybrid,Y,,Aging & Gerontology,SAGE,2025-2027
International Journal of Rural Management,0973-0680,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Developing Societies,1745-2546,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Journal of Asian and African Studies,1745-2538,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
International Journal of Comparative Sociology,1745-2554,Hybrid,Y,,Sociology,SAGE,2025-2027
IFLA Journal,1745-2651,Hybrid,Y,,Vocational & Professional Studies,SAGE,2025-2027
Journal of Research in Nursing,1744-988X,Hybrid,Y,,Nursing,SAGE,2025-2027
South Asian Journal of Business and Management Cases,2321-0303,Hybrid,Y,,Business & Management,SAGE,2025-2027
Human Antibodies,1875-869X,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
ICGA Journal,2468-2438,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Intelligent Data Analysis,1571-4128,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Journal of Vacation Marketing,1479-1870,Hybrid,Y,,Marketing & Hospitality,SAGE,2025-2027
Environment & Urbanization,1746-0301,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Currents in Biblical Research,1745-5200,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Feminist Theology,1745-5189,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Journal for the Study of the New Testament,1745-5294,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Journal for the Study of the Old Testament,1476-6728,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Journal for the Study of the Pseudepigrapha,1745-5286,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
Intelligent Decision Technologies,1875-8843,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
RELC Journal,1745-526X,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Studies in Christian Ethics,1745-5235,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
The Expository Times,1745-5308,Hybrid,Y,,"Religion, Theology and Biblical Studies",SAGE,2025-2027
International Journal of Behavioral Development,1464-0651,Hybrid,Y,,"Psychology, Psychiatry & Counseling",SAGE,2025-2027
Asia-Pacific Journal of Management Research and Innovation,2321-0729,Hybrid,Y,,Business & Management,SAGE,2025-2027
Textile Research Journal,1746-7748,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
"Education, Citizenship and Social Justice",1746-1987,Hybrid,Y,,Education,SAGE,2025-2027
Agrarian South: Journal of Political Economy,2321-0281,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Perspectives in Public Health,1757-9147,Hybrid,Y,,Public Health,SAGE,2025-2027
IIM Kozhikode Society & Management Review,2321-029X,Hybrid,Y,,Business & Management,SAGE,2025-2027
Animation,1746-8485,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Youth Justice,1747-6283,Hybrid,Y,,Criminology & Criminal Justice,SAGE,2025-2027
Accounting History,1749-3374,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Creative Communications,0973-2594,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Journal of South Asian Development,0973-1733,Hybrid,Y,,Area & Ethnic Studies,SAGE,2025-2027
Journal of Industrial Relations,1472-9296,Hybrid,Y,,Business & Management,SAGE,2025-2027
Convergence,1748-7382,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Health Education Journal,1748-8176,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
European Journal of Personality,1099-0984,Hybrid,Y,,NA,SAGE,2025-2027
Public Policy and Administration,1749-4192,Hybrid,Y,,Political Science & International Relations,SAGE,2025-2027
Cultural Sociology,1749-9763,Hybrid,Y,,Sociology,SAGE,2025-2027
Management in Education,1741-9883,Hybrid,Y,,Education,SAGE,2025-2027
Discourse & Communication,1750-4821,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Journal of Intelligent & Fuzzy Systems,1875-8967,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
"Media, War & Conflict",1750-6360,Hybrid,Y,,Communication & Media Studies,SAGE,2025-2027
Memory Studies,1750-6999,Hybrid,Y,,Anthropology & Archaeology,SAGE,2025-2027
Building Services Engineering Research & Technology,1477-0849,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Child Language Teaching and Therapy,1477-0865,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Clinical Rehabilitation,1477-0873,Hybrid,Y,,Neurology,SAGE,2025-2027
Clinical Trials,1740-7753,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
cultural geographies,1477-0881,Hybrid,Y,,Cultural Studies,SAGE,2025-2027
The Holocene,1477-0911,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Journal of Oncology Pharmacy Practice,1477-092X,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Language Teaching Research,1477-0954,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Language Testing,1477-0946,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
"Law, Culture and the Humanities",1743-9752,Hybrid,Y,,Arts & Humanities,SAGE,2025-2027
Lighting Research & Technology,1477-0938,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Lupus,1477-0962,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Multiple Sclerosis Journal,1477-0970,Hybrid,Y,,Neurology,SAGE,2025-2027
Nursing Ethics,1477-0989,Hybrid,Y,,Nursing,SAGE,2025-2027
Palliative Medicine,1477-030X,Hybrid,Y,,Aging & Gerontology,SAGE,2025-2027
Perfusion,1477-111X,Hybrid,Y,,Cardiology & Cardiovascular Medicine,SAGE,2025-2027
Progress in Development Studies,1477-027X,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Progress in Human Geography,1477-0288,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Progress in Physical Geography: Earth and Environment,1477-0296,Hybrid,Y,,"Geography, Earth & Environmental Science",SAGE,2025-2027
Second Language Research,1477-0326,Hybrid,Y,,Language & Linguistics,SAGE,2025-2027
Statistical Methods in Medical Research,1477-0334,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Statistical Modelling,1477-0342,Hybrid,Y,,Research Methods & Evaluation,SAGE,2025-2027
Toxicology and Industrial Health,1477-0393,Hybrid,Y,,Pharmacology & Toxicology,SAGE,2025-2027
Transactions of the Institute of Measurement and Control,1477-0369,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Trauma,1477-0350,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Vascular Medicine,1477-0377,Hybrid,Y,,Cardiology & Cardiovascular Medicine,SAGE,2025-2027
War in History,1477-0385,Hybrid,Y,,History,SAGE,2025-2027
International Political Science Abstracts,1751-9292,Not Applicable,N,subcription,Political Science & International Relations,SAGE,2025-2027
Information Services and Use,1875-8789,Subscribe to open,y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Journal of Economic and Social Measurement,1875-8932,Hybrid,Y,,Business & Management,SAGE,2025-2027
Journal of Integrated Design and Process Science,1875-8959,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Vocational Rehabilitation,1878-6316,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
International Journal of Knowledge-Based and Intelligent Engineering Systems,1875-8827,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Main Group Chemistry,1745-1167,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Multiagent and Grid Systems,1875-9076,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Mediterranean Journal of Nutrition and Metabolism,1973-7998,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Journal of Neonatal-Perinatal Medicine,1878-4429,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
NeuroRehabilitation,1878-6448,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Physiotherapy Practice and Research,2213-0691,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Risk and Decision Analysis,1875-9173,Hybrid,Y,,Business & Management,SAGE,2025-2027
International Journal of RF Technologies: Research and Applications,1754-5749,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Restorative Neurology and Neuroscience,1878-3627,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
"Strength, Fracture and Complexity",1875-9262,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Statistical Journal of the IAOS,1875-9254,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Technology and Disability,1878-643X,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Web Intelligence,2405-6456,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Journal of X-Ray Science and Technology,1095-9114,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Advances in Communication and Swallowing,2772-5391,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Algorithmic Finance,2157-6203,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
AI Communications,1875-8452,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Applied Ontology,1875-8533,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Biorheology,1878-5034,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Computability,2211-3576,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Fundamenta Informaticae,1692-2968,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
International Journal of Hybrid Intelligent Systems,1875-8819,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Human Systems Management,1875-8703,Hybrid,Y,,Business & Management,SAGE,2025-2027
Intelligenza Artificiale,2211-0097,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Integrated Computer-Aided Engineering,1875-8835,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Isokinetics and Exercise Science,1878-5913,Hybrid,Y,,Other Health Specialties,SAGE,2025-2027
Information Polity,1875-8754,Hybrid,Y,,Business & Management,SAGE,2025-2027
International Shipbuilding Progress,1566-2829,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Berry Research,1878-5123,Hybrid,Y,,Economics & Development Studies,SAGE,2025-2027
Journal of Cellular Biotechnology,2352-3689,Hybrid,Y,,Life & Biomedical Sciences,SAGE,2025-2027
Journal of Climate Change,2395-7697,Not Applicable,N,subcription,"Geography, Earth & Environmental Science",SAGE,2025-2027
Journal of Computational Methods in Science and Engineering,1875-8983,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Journal of Computer Security,1875-8924,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Journal of High Speed Networks,1875-8940,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Journal of Neutron Research,1477-2655,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
International Journal of Risk & Safety in Medicine,1878-6847,Hybrid,Y,,Public Health,SAGE,2025-2027
Model Assisted Statistics and Applications,1875-9068,Hybrid,Y,,"Maths, Physics, Chemistry & Computing",SAGE,2025-2027
Journal of Smart Cities and Society,2772-3585,Hybrid,Y,,Materials Science & Engineering,SAGE,2025-2027
Translational Science of Rare Diseases,2214-6512,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
Journal of Vestibular Research,1878-6464,Hybrid,Y,,Clinical Medicine,SAGE,2025-2027
International Journal of Developmental Science,2191-7485,Hybrid,Y,,Social Work & Social Policy,SAGE,2025-2027
